Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
EXE,24.91,17.57,9.67,57.3,6.6,9.26,1.09,3.24,7424000000.0,360.0,0.68,41.0,
EXEL,35.08,40.99,22.03,41.5,17.0,12.68,6.73,12.47,985841024.0,,0.17,10.0,43.6
EXFY,-14.68,-15.05,-6.09,-12.7,,22.29,1.09,-5.03,-17773800.0,,,-5.8,
EXLS,11.66,28.09,12.17,17.29,16.66,10.42,5.14,11.43,373062016.0,,1.4,13.8,7.5
EXOZ,0.0,-185.84,-81.64,0.0,,,42.78,-6.59,-9861112.0,,,,
EXPE,9.81,71.49,5.83,17.12,21.65,10.61,51.06,11.39,2596999936.0,72.0,1.81,14.7,
EXPO,19.76,27.94,10.06,23.01,26.8,20.78,8.24,21.64,126840000.0,213.0,0.64,10.5,13.5
EXTR,1.3,21.6,4.19,7.51,262.08,24.07,52.77,44.04,93964000.0,,2.51,11.4,206.4
EXUS,,,,,20.76,,,,,,,,
EXYN,-209.82,,-95.44,-160.7,,-3.87,-0.72,,-9337537.0,,,,
EXYNW,-209.82,,-95.44,-160.7,,,-0.15,,-9337537.0,,,,
EYE,2.31,5.37,2.63,8.74,29.44,14.18,1.5,11.15,176554000.0,,3.92,6.6,111.2
EYEG,,,,,,,,,,494.0,,,
EYPT,0.0,-102.71,-54.13,0.0,,-5.1,36.31,-4.79,-279375008.0,,,161.7,
EZGO,-42.43,-16.9,-1.58,-6.29,,,0.02,-11.32,-1287990.0,,,21.9,
EZMO,,,,,19.5,,,,,,,,
EZPW,9.93,14.76,6.42,16.09,17.5,15.1,1.78,10.35,237632000.0,,3.37,45.9,82.7
EZRA,-55.92,-133.96,-36.59,-63.93,,,0.25,-0.65,-7685416.0,,,-9.7,
EZRO,,,,,19.31,,,,,,,,
FA,0.53,0.66,2.54,25.16,331.2,11.59,2.21,11.59,403878016.0,,5.12,8.6,
FAAA,,,,,,,,,,,,,
FAAR,,,,,,,,,,919.0,,,
FAB,,,,,13.29,,,,,159.0,,,
FABC,0.0,-341.54,-49.63,0.0,,,3.98,-1.57,-10158502.0,,,,
FACT,,,,,56.21,,-28.71,,,,,,
FACTU,0.0,,,0.0,,,-32.23,,,,,,-28.6
FACTW,0.0,,,0.0,,,-1.45,,,,,,-28.6
FAD,,,,,30.54,,,,,9.0,,,
FALN,,,,,,,,,,640.0,,,
FAMI,-189.83,-36.33,-17.7,-168.1,,,0.05,-0.75,-47020984.0,,,-57.3,
FANG,1.96,0.47,-0.12,70.19,191.74,10.62,1.45,7.17,10149000192.0,234.0,1.37,4.2,-98.4
FAST,15.39,33.84,21.2,22.37,40.35,33.27,13.12,27.79,1888499968.0,202.0,0.24,12.4,13.8
FATE,0.0,-55.5,-25.29,0.0,,-2.18,1.4,-1.22,-125838000.0,,,-20.3,
FATN,25.87,24.16,7.14,20.61,15.59,24.24,3.03,19.45,3958619.0,,1.44,90.4,
FBGL,-7.87,-23.65,-5.54,-6.83,,,0.73,-1.93,-1765306.0,,,226.7,
FBIO,193.12,109.8,-13.0,-77.02,0.98,-1.8,0.65,1.12,-50954000.0,,,22.1,
FBIOP,193.12,109.8,-13.0,-77.02,,,4.09,-9.87,-50954000.0,,,22.1,
FBIZ,31.48,14.34,1.24,0.0,10.24,9.25,1.41,,,203.0,,8.3,9.0
FBL,,,,,,,,,,249.0,,,
FBLA,1.32,0.98,0.24,0.0,87.59,,0.78,,,,,-0.4,-81.9
FBLG,0.0,-754.75,-123.72,0.0,,-0.17,1.01,-0.29,-16929000.0,,,,
FBNC,30.84,7.6,0.96,0.0,21.17,12.45,1.52,,,155.0,,13.9,28.0
FBOT,,,,,32.9,,,,,59.0,,,
FBRX,0.0,-188.4,-83.9,0.0,,-4.38,7.7,-5.01,-76902000.0,,,,
FBYD,51.31,1095.54,-15.59,-77.41,99.31,,57.85,-62.49,-14371000.0,,,214.8,
FBYDW,51.31,1095.54,-15.59,-77.41,,,7.38,,-14371000.0,,,214.8,
FBYY,,,,,,,,,,,,,
FCA,,,,,8.95,,,,,235.0,,,
FCAL,,,,,,,,,,333.0,,,
FCAP,33.91,13.53,1.4,0.0,12.49,,1.58,,,190.0,,18.3,34.3
FCBC,28.56,9.63,1.43,0.0,16.85,14.68,1.61,,,279.0,,10.4,-1.6
FCCO,24.94,11.17,0.94,0.0,12.63,10.19,1.37,,,199.0,,28.1,15.7
FCEF,,,,,21.25,,,,,619.0,,,
FCEL,-132.41,-30.66,-7.67,-44.57,,-16.81,1.93,-17.77,-74823000.0,,,-4.9,
FCFS,9.15,16.27,7.83,18.86,28.01,17.86,4.26,16.79,731115008.0,75.0,3.57,25.7,29.9
FCHL,-32.89,-348.21,-36.57,-33.04,,,-0.24,,-1371000.0,,,-0.1,
FCLO,,,,,,,,,,,,,
FCNCA,24.69,10.18,0.97,0.0,12.18,10.65,1.22,,,40.0,,4.9,23.6
FCNCN,,,,,,,,,,,,,
FCNCO,24.69,10.18,0.97,0.0,0.36,,0.01,,,688.0,,4.9,23.6
FCNCP,24.69,10.18,0.97,0.0,0.35,,0.01,,,671.0,,4.9,23.6
FCTE,,,,,28.17,,,,,8.0,,,
FCUV,0.0,-104.78,-58.45,0.0,,,0.58,-0.31,-4868379.0,,,-74.8,
FCVT,,,,,,,,,,120.0,,,
FCXG,,,,,,,,,,,,,
FDBC,31.57,13.0,1.07,0.0,9.94,,1.21,,,333.0,,10.8,24.3
FDCF,,,,,28.13,,,,,3.0,,,
FDFF,,,,,22.05,,,,,96.0,,,
FDIF,,,,,31.67,,,,,30.0,,,
FDIG,,,,,15.71,,,,,99.0,,,
FDIQ,,,,,24.51,,,,,246.0,,,
FDIV,,,,,17.79,,,,,286.0,,,
FDMT,-182.34,-34.92,-21.43,-194.28,,-3.12,1.34,-1.38,-171434000.0,,,21664.3,
FDNI,,,,,15.74,,,,,138.0,,,
FDRS,,,,,31.85,,,,,,,,
FDRX,,,,,,,,,,,,,
FDSB,25.88,3.43,0.82,0.0,18.53,,0.65,,,,,18.1,418.9
FDT,,,,,12.25,,,,,279.0,,,
FDTS,,,,,9.26,,,,,251.0,,,
FDTX,,,,,39.13,,,,,0.0,,,
FDUS,49.51,11.64,5.45,0.0,8.09,9.37,0.94,,,1208.0,,30.2,-9.2
FEAM,0.0,-62.36,-34.57,0.0,,-2.94,0.85,-1.78,-20799000.0,,,,
FEAT,,,,,,,,,,,,,
FEBO,-12.52,-26.23,-8.1,-12.25,,,2.0,-0.47,-10414000.0,,,-35.9,
FEED,0.0,-59.49,-20.23,0.0,,,0.07,-0.23,-12498000.0,,,-36.3,
FEIM,10.62,12.85,4.59,12.72,94.48,60.77,11.27,79.61,8628000.0,,0.94,-10.8,-90.0
FELE,6.91,11.49,8.95,15.9,31.5,20.4,3.42,13.85,346060000.0,108.0,0.84,9.9,14.9
FEM,,,,,11.62,,,,,260.0,,,
FEMB,,,,,,,,,,604.0,,,
FEMS,,,,,8.6,,,,,425.0,,,
FEMY,0.0,-255.96,-68.65,0.0,,-0.69,1.66,-0.71,-16012144.0,,,24.5,
FENC,-16.42,-52.68,-5.91,-10.77,,11.57,9.44,-57.85,-5490333.0,,,72.6,
FEP,,,,,13.32,,,,,295.0,,,
FEPI,,,,,31.47,,,,,462.0,,,
FER,9.22,14.32,2.37,15.14,49.65,47.38,7.29,40.29,1456999936.0,237.0,7.37,5.7,-87.6
FERA,0.0,,,0.0,69.53,,-23.08,,,,,,-0.2
FERAR,0.0,,,0.0,,,-0.61,,,,,,-0.2
FERAU,0.0,,,0.0,,,-23.65,,,,,,-0.2
FEUZ,,,,,13.69,,,,,235.0,,,
FEX,,,,,20.17,,,,,96.0,,,
FFAI,0.0,-539.61,-32.5,0.0,,-0.22,-6.06,-1.83,-116443000.0,,,62.0,
FFAIW,0.0,-539.61,-32.5,0.0,,,-0.2,,-116443000.0,,,62.0,
FFBC,30.39,10.24,1.35,0.0,11.47,9.47,1.16,,,308.0,,32.3,31.5
FFIN,42.4,14.56,1.78,0.0,18.21,15.67,2.45,,,263.0,,13.1,16.4
FFIV,21.96,20.34,8.15,28.01,31.95,22.02,6.06,23.03,903073984.0,,0.29,11.0,4.0
FFUT,,,,,31.54,,,,,,,,
FGBI,-196.94,-19.82,-1.21,0.0,,16.11,0.88,,,38.0,,94.5,
FGBIP,-196.94,-19.82,-1.21,0.0,7.67,,1.68,,,845.0,,94.5,
FGI,-5.07,-42.31,-1.66,-0.9,,11.1,0.53,-24.85,-1147067.0,,,-8.2,
FGII,0.0,,,0.0,,,276.11,,,,,,
FGIIU,0.0,,,0.0,,,276.39,,,,,,
FGIIW,0.0,,,0.0,,,6.39,,,,,,
FGIWW,-5.07,-42.31,-1.66,-0.9,,,0.0,,-1147067.0,,,-8.2,
FGL,-6.43,-32.77,-0.87,0.14,,,7.55,630.65,163551.0,,783.98,8.9,
FGM,,,,,11.43,,,,,62.0,,,
FGMC,0.0,1028.84,-0.85,0.0,80.15,,-2605.0,,,,,,-32.5
FGMCR,0.0,1028.84,-0.85,0.0,,,-225.0,,,,,,-32.5
FGMCU,0.0,1028.84,-0.85,0.0,,,-2950.0,,,,,,-32.5
FGNX,0.0,-128.17,-65.02,0.0,1.54,-0.21,0.49,-0.39,-101645000.0,,,-2.5,
FGNXP,0.0,-128.17,-65.02,0.0,,,2.21,-1.59,-101645000.0,797.0,,-2.5,
FGSI,,,,,26.55,,,,,,,,
FHB,32.79,10.52,1.19,0.0,12.54,11.64,1.26,,,364.0,,7.4,17.2
FHTX,-266.88,,-21.0,-276.45,,-4.46,-3.18,-1.3,-78024000.0,,,-45.1,
FIBK,30.01,9.29,1.14,0.0,12.2,12.67,1.08,,,504.0,,3.6,25.0
FICS,,,,,18.54,,,,,191.0,,,
FID,,,,,14.83,,,,,399.0,,,
FIEE,21.62,42.84,24.06,29.9,19.09,,4.82,12.89,2486678.0,,0.01,1697491.2,
FIGG,,,,,,,,,,,,,
FIGR,35.2,21.67,3.89,0.0,34.12,19.66,4.75,,,,,119.2,
FIGX,0.0,,,0.0,,,1.33,,,,,,
FIGXU,0.0,,,0.0,,,1.34,,,,,,
FIGXW,0.0,,,0.0,,,0.04,,,,,,
FINW,14.82,8.36,1.84,0.0,13.16,8.13,1.01,,,,,71.4,-13.0
FINX,,,,,21.15,,,,,65.0,,,
FINY,,,,,,,,,,,,,
FIP,-78.57,-61.08,0.59,34.45,,-3.51,-4.47,26.41,204891008.0,259.0,19.33,95.9,
FISI,32.98,12.93,1.25,0.0,10.0,9.16,1.23,,,328.0,,11.3,28.4
FISV,,,,,8.02,5.29,0.96,,,,,,
FITB,24.13,7.97,0.85,0.0,18.41,11.11,1.55,,,293.0,,33.0,-78.9
FITBI,28.45,12.48,1.1,0.0,7.38,,1.02,,,923.0,,-1.0,-1.2
FITBM,24.13,7.97,0.85,0.0,,,0.74,,,1.64,,33.0,-78.9
FITBO,24.13,7.97,0.85,0.0,5.27,,0.52,,,6.72,,33.0,-78.9
FITBP,24.13,7.97,0.85,0.0,6.75,,0.67,,,6.35,,33.0,-78.9
FIVE,8.67,21.13,7.37,14.91,23.48,19.13,4.45,14.74,757476992.0,,2.64,32.5,195.6
FIVN,4.87,7.66,2.18,11.42,29.32,5.05,1.76,11.45,134132000.0,,5.97,9.2,2669.0
FIVY,,,,,32.7,,,,,,,,
FIXD,,,,,21.94,,,,,468.0,,,
FIYY,,,,,,,,,,,,,
FIZZ,15.71,37.95,21.41,21.68,17.27,17.17,5.43,11.48,259552000.0,,0.24,-0.9,4.8
FJP,,,,,14.49,,,,,244.0,,,
FKU,,,,,14.52,,,,,271.0,,,
FKWL,-2.07,-2.15,-2.74,-4.36,,4.83,0.9,-0.82,-1528391.0,,,-57.0,
FLD,-164.63,-92.17,-15.02,-88.76,,-0.85,0.8,-1.86,-26893336.0,,,-21.1,
FLDB,,,,,,,,,,424.0,,,
FLDDW,-164.63,-92.17,-15.02,-88.76,,,0.17,,-26893336.0,,,-21.1,
FLEX,3.15,17.35,4.66,7.38,65.45,21.86,10.79,28.02,2060000000.0,,2.17,16.9,17.1
FLGT,-23.04,-6.92,-5.37,-24.1,,-11.9,0.5,-3.17,-77195000.0,,,-3.2,
FLL,-12.79,-300.83,0.47,15.72,,-6.61,-18.31,12.62,47432000.0,,11.21,-0.8,
FLN,,,,,10.14,,,,,352.0,,,
FLNA,0.0,-79.59,-24.91,0.0,,,0.84,0.6,-48713000.0,,,,
FLNC,-1.62,-12.72,-1.32,-0.71,,105.18,7.65,-158.34,-18452000.0,,,7.7,
FLNT,-12.22,-137.32,-14.06,-3.97,,-50.85,7.6,-15.45,-7875000.0,,,-18.8,
FLUX,-12.47,-5240.66,-11.43,-8.17,,-3.1,3.66,-5.57,-4135000.0,,,-60.7,
FLWS,-8.69,-52.67,-5.89,-1.12,,-5.95,1.18,-24.79,-17306000.0,,,-11.6,
FLX,1.94,10.04,2.52,1.23,13.63,5.33,1.27,-14.16,48814000.0,,0.42,-2.7,
FLXS,6.79,18.12,8.2,8.75,12.16,13.2,1.92,8.81,40108000.0,127.0,1.34,1.0,
FLY,-193.83,-62.15,-16.82,-121.57,,-21.13,3.94,-17.18,-224756000.0,,,44.8,
FLYE,-53.09,-52.72,-10.35,-28.78,,,0.17,-2.99,-4874937.0,,,-53.3,
FLYW,4.45,3.69,1.89,8.42,65.04,12.45,2.26,28.09,57059000.0,,0.03,41.0,
FMAC,0.0,,,0.0,,,312.81,,,,,,
FMACR,0.0,,,0.0,,,6.25,,,,,,
FMACU,0.0,,,0.0,,,315.62,,,,,,
FMAO,28.99,9.97,1.04,0.0,11.16,9.7,1.06,,,311.0,,16.5,37.3
FMB,,,,,,,,,,351.0,,,
FMBH,27.3,9.85,1.14,0.0,11.87,9.6,1.16,,,213.0,,14.5,14.1
FMED,,,,,41.85,,,,,0.0,,,
FMET,,,,,24.02,,,,,50.0,,,
FMFC,-1.75,-6.21,-2.31,-1.2,,,0.57,-15.92,-186614.0,,,-17.0,-75.9
FMHI,,,,,,,,,,426.0,,,
FMNB,29.54,9.58,0.93,0.0,9.92,8.22,1.11,,,473.0,,27.7,0.0
FMST,0.0,-11.18,-7.97,0.0,,-3.5,0.92,,,,,,
FMSTW,0.0,-11.18,-7.97,0.0,,,0.33,,,,,,
FMTM,,,,,35.96,,,,,23.0,,,
FMUB,,,,,,,,,,325.0,,,
FMUN,,,,,,,,,,330.0,,,
FNGR,-29.0,-48.88,-7.91,-27.3,,15.0,1.81,-3.57,-6588833.0,,,-88.0,
FNK,,,,,12.01,,,,,156.0,,,
FNKO,-6.3,-30.43,-3.14,2.9,,24.45,1.78,20.49,26630000.0,,10.49,5.3,
FNLC,37.83,13.29,1.14,0.0,10.45,,1.33,,,436.0,,14.5,27.0
FNRN,30.88,11.63,1.23,0.0,13.95,,1.38,,,,,12.7,63.6
FNUC,0.0,-34.94,-14.88,0.0,,,0.34,0.28,-12829277.0,,,,
FNWB,7.23,3.2,0.22,0.0,18.84,13.81,0.59,,,290.0,,66.4,
FNWD,14.39,6.09,0.49,0.0,14.9,10.95,0.86,,,142.0,,15.5,387.7
FNX,,,,,15.96,,,,,83.0,,,
FNY,,,,,27.33,,,,,3.0,,,
FOCL,-41.7,-130.47,-21.03,-29.98,,-8.54,18.51,-8.98,-22203000.0,,,24.8,
FOFO,0.0,-151.93,-81.13,0.0,,,3.3,-2.15,-9744545.0,,,-44.1,
FORM,8.14,6.75,5.15,16.36,164.13,51.16,10.51,79.04,137394000.0,,0.23,32.0,225.0
FORR,-13.74,-42.54,0.85,4.37,,8.12,1.33,3.44,17156000.0,,3.63,-4.9,
FORTY,22.68,8.68,,11.08,28.03,,1.18,5.16,304252000.0,233.0,2.24,19.2,82.8
FOSL,-6.18,-58.45,2.61,3.96,,-17.43,2.26,12.01,39450000.0,,8.47,-3.7,
FOX,10.56,15.2,8.71,21.91,11.72,8.31,1.71,6.45,3548999936.0,126.0,2.13,-8.6,-49.3
FOXA,10.56,15.2,8.71,21.91,12.84,8.6,1.87,6.95,3548999936.0,115.0,2.13,-8.6,-49.3
FOXF,-20.25,-37.54,1.97,9.95,,9.92,1.12,9.98,147275008.0,,5.35,3.8,
FOXX,-79.8,,-27.29,-22.28,,,-0.43,-4.16,-13266849.0,,,-23.9,
FOXXW,-79.8,,-27.29,-22.28,,,-0.01,,-13266849.0,,,-23.9,
FPA,,,,,13.63,,,,,348.0,,,
FPXE,,,,,24.35,,,,,100.0,,,
FPXI,,,,,31.56,,,,,60.0,,,
FRAF,26.54,14.5,1.05,0.0,11.82,9.74,1.59,,,215.0,,22.0,68.2
FRBA,31.37,9.7,1.07,0.0,10.07,9.33,0.94,,,178.0,,-5.2,-18.9
FRD,3.02,13.76,5.98,4.76,12.78,,1.66,11.35,30775000.0,45.0,3.28,48.4,70.1
FRGT,-60.49,-338.28,-40.3,-45.05,,-1.15,3.71,-3.88,-5885256.0,,,-5.4,
FRHC,9.38,11.3,1.33,0.0,55.46,30.93,5.73,,,,,146.7,
FRME,31.17,7.95,1.01,0.0,12.36,9.2,0.99,,,353.0,,-2.5,-52.1
FRMEP,31.17,7.95,1.01,0.0,6.72,,0.6,,,721.0,,-2.5,-52.1
FRMI,0.0,,,0.0,,23.81,5.11,,,,,,
FRMM,0.0,-589.75,-134.61,0.0,,9.23,0.61,-0.15,-235599296.0,,,,
FROG,-10.93,-7.14,-3.73,-9.25,,70.19,10.32,-169.08,-52097000.0,,,25.8,
FRPH,2.79,0.09,-0.17,29.05,491.0,58.45,1.1,62.14,9717000.0,,20.99,-3.6,
FRPT,17.63,17.33,3.41,16.34,14.01,29.6,2.08,14.73,185658000.0,,2.66,13.1,
FRSH,20.69,17.32,0.62,3.98,15.07,11.5,2.52,51.96,34643000.0,,1.12,16.5,
FRST,23.25,11.49,1.16,0.0,8.37,8.17,0.91,,,256.0,,-22.7,-67.6
FRSX,0.0,-204.42,-84.13,0.0,,-7.2,0.45,0.13,-12020000.0,,,-21.8,
FRVO,0.0,-8.62,-3.22,0.0,,-159.75,-1.71,,-48516000.0,,,,
FRWD,,,,,40.35,,,,,,,,
FSBC,42.55,15.52,1.45,0.0,14.85,11.82,2.18,,,214.0,,26.9,40.7
FSBW,23.02,10.82,1.06,0.0,9.85,8.25,1.0,,,274.0,,2.6,1.0
FSCS,,,,,15.26,,,,,91.0,,,
FSEA,-4.73,-1.21,-0.13,0.0,,,1.18,,,,,11.4,
FSGS,,,,,20.57,,,,,0.0,,,
FSHP,0.0,,,0.0,55.13,,-16.53,,,,,,-51.2
FSHPR,0.0,,,0.0,,,-0.14,,,,,,-51.2
FSHPU,0.0,,,0.0,,,-16.57,,,,,,-51.2
FSLR,30.73,18.44,8.45,41.94,16.1,10.66,2.71,10.97,2272688896.0,,0.26,23.6,65.1
FSLY,-15.79,-10.66,-4.4,-8.47,,42.23,2.67,-48.41,-55247000.0,,,19.8,
FSTR,1.98,6.37,5.43,7.33,42.64,24.54,2.61,13.05,41310000.0,,2.01,23.9,
FSUN,23.75,8.55,1.14,0.0,10.9,7.87,0.88,,,,,10.1,-8.4
FSV,2.92,11.23,5.08,9.63,37.25,19.66,4.27,14.46,535967008.0,92.0,2.55,5.3,626.4
FSZ,,,,,22.07,85.84,,,,232.0,,,
FTA,,,,,14.17,,,,,167.0,,,
FTAG,,,,,21.31,,,,,138.0,,,
FTAI,18.92,233.29,11.34,35.99,52.11,22.7,62.3,29.36,1020729024.0,57.0,3.43,65.5,48.3
FTAIM,18.92,233.29,11.34,35.99,,,6.43,5.74,1020729024.0,875.0,3.43,65.5,48.3
FTAIN,18.92,233.29,11.34,35.99,,,5.94,5.53,1020729024.0,8.29,3.43,65.5,48.3
FTC,,,,,34.61,,,,,18.0,,,
FTCI,-44.89,-955.79,-25.25,-37.07,,129.21,-13.42,-2.84,-35644000.0,,,-17.0,
FTCS,,,,,22.39,,,,,111.0,,,
FTDR,12.23,121.03,12.02,23.51,20.92,14.57,22.45,11.52,498000000.0,,2.41,5.9,16.3
FTDS,,,,,14.54,,1.15,,,167.0,,,
FTEK,-11.15,-7.35,-5.93,-13.64,,-39.8,1.55,-11.39,-3598000.0,,,-4.7,
FTFT,-37.76,-6.18,-7.77,-129.09,0.02,,0.08,5.87,-4518425.0,,,-60.8,
FTGC,,,,,,,,,,1512.0,,,
FTGS,,,,,26.39,,,,,9.0,,,
FTHAU,0.0,,,0.0,,,-527.89,,,,,,
FTHI,,,,,22.93,,,,,876.0,,,
FTHM,-4.83,-49.46,-11.04,-2.69,,-7.0,1.04,-5.21,-11305000.0,,,-1.2,
FTLF,6.64,14.3,9.73,14.97,19.75,6.51,2.45,11.2,13602000.0,,3.1,58.9,-15.0
FTNT,27.49,132.39,13.59,33.22,57.36,43.2,109.79,44.76,2361400064.0,,0.24,20.1,28.6
FTQI,,,,,32.68,,,,,1100.0,,,
FTRE,-16.5,-64.55,-0.05,2.58,,15.29,2.96,36.17,69900000.0,,16.0,-2.3,
FTRI,,,,,18.07,,,,,236.0,,,
FTRK,-96.71,-29.45,-14.05,-99.07,,,0.78,-1.73,-1686756.0,,,3744.8,
FTSL,,,,,,,,,,647.0,,,
FTSM,,,,,,,,,,416.0,,,
FTXG,,,,,19.3,,,,,274.0,,,
FTXH,,,,,25.19,,,,,120.0,,,
FTXL,,,,,46.76,,,,,13.0,,,
FTXN,,,,,17.5,,,,,213.0,,,
FTXO,,,,,13.6,,,,,177.0,,,
FTXR,,,,,22.55,,,,,113.0,,,
FUFU,-10.45,-37.08,1.24,7.49,,22.71,2.31,9.5,35370500.0,,3.07,-6.9,
FUFUW,-10.45,-37.08,1.24,7.49,,,0.23,,35370500.0,,3.07,-6.9,
FULC,0.0,-27.1,-18.36,0.0,,-5.85,0.77,0.83,-85177000.0,,,,
FULT,30.49,11.61,1.22,0.0,11.27,9.98,1.28,,,321.0,,4.2,4.1
FULTP,30.49,11.61,1.22,0.0,11.61,,0.98,,,703.0,,4.2,4.1
FUNC,28.77,13.05,1.26,0.0,10.82,9.18,1.36,,,241.0,,11.2,15.5
FUND,645.99,20.08,1.25,0.0,5.22,,0.99,,,622.0,,3.8,764.1
FUSB,16.41,5.99,0.54,0.0,15.86,,0.88,,,171.0,,6.0,13.8
FUSE,-20.25,,-96.22,-99.21,,,-1.9,-3.7,-7578400.0,,,-3.8,
FUSEW,-20.25,,-96.22,-99.21,,,-0.13,,-7578400.0,,,-3.8,
FUTG,,,,,,,,,,,,,
FUTU,45.03,27.84,4.68,0.0,10.81,8.01,2.61,,,266.0,,28.8,-60.7
FV,,,,,22.87,,,,,53.0,,,
FVAV,0.0,,,0.0,,,-23.63,,,,,,
FVC,,,,,22.9,,,,,196.0,,,
FVCB,34.03,9.26,1.02,0.0,13.47,10.81,1.19,,,162.0,,16.7,25.0
FVN,0.0,53.51,-0.35,0.0,40.48,,147.7,,,,,,-7.8
FVNNR,0.0,53.51,-0.35,0.0,,,1.96,,,,,,-7.8
FVNNU,0.0,53.51,-0.35,0.0,,,151.22,,,,,,-7.8
FWDI,0.0,-372.99,1.65,18.74,,-10300.0,0.57,40.95,8400799.0,,6.31,315.0,
FWONA,5.57,2.73,2.22,21.49,35.97,33.46,2.67,29.18,857000000.0,,5.86,59.1,
FWONK,5.57,2.73,2.22,21.49,38.95,41.94,2.89,31.17,857000000.0,,5.86,59.1,
FWRD,-3.71,-69.13,2.1,9.98,,-51.63,5.1,10.02,246027008.0,,8.74,-5.1,
FWRG,1.38,2.87,1.25,8.9,39.82,41.97,1.09,14.99,113096000.0,,9.12,17.3,
FXACU,0.0,,,0.0,,,1675.83,,,,,,
FYC,,,,,24.95,,,,,7.0,,,
FYT,,,,,13.29,,,,,111.0,,,
FYX,,,,,16.56,,,,,69.0,,,
GABC,36.56,12.18,1.61,0.0,12.61,11.52,1.47,,,261.0,,42.3,193.3
GAIA,-4.76,-5.5,-2.28,2.28,,-28.12,0.69,33.5,2268000.0,,6.43,2.0,
GAIN,186.47,31.66,2.0,0.0,3.12,16.04,0.89,,,644.0,,-8.6,326.5
GAING,,,,,,,,,,,,,
GAINI,41.67,8.16,4.39,0.0,,,2.05,,,,,11.3,-69.9
GAINZ,,,,,,,,,,,,,
GALT,0.0,,-80.4,0.0,,-1.86,-1.55,,,,,,
GAMB,-27.44,-35.62,6.0,21.21,,2.82,0.73,5.44,35052000.0,,3.45,-0.5,
GAME,-101.12,-292.37,-10.52,-20.05,,-3.17,2.86,-5.07,-10439177.0,,,95.0,
GANX,0.0,-214.69,-81.15,0.0,,-2.95,5.36,-3.03,-19666000.0,,,,
GARY,,,,,35.88,,,,,,,,
GASS,35.91,9.26,4.61,44.77,5.04,5.64,0.44,2.3,77894200.0,,0.0,1.9,8.9
GAUZ,-39.63,-94.46,-13.03,-27.31,,0.82,0.51,-2.69,-26436000.0,,,-17.8,
GAVA,,,,,,,,,,0.0,,,
GBDC,24.64,5.26,4.66,0.0,16.0,9.76,0.86,,,1169.0,,-12.0,
GBFH,24.39,11.31,1.38,0.0,23.96,8.26,2.52,,,,,4.3,-71.0
GBLI,7.45,4.83,1.62,9.96,10.76,7.63,0.53,7.68,44914000.0,556.0,0.18,0.5,
GBUG,,,,,14.29,,,,,151.0,,,
GCBC,45.14,15.71,1.26,0.0,12.54,,1.83,,,139.0,,23.4,31.5
GCGRU,0.0,,,0.0,,,-1030.0,,,,,,
GCL,0.53,1.17,-1.3,-0.4,42.0,,1.56,-122.21,-763439.0,,,93.9,
GCLWW,0.53,1.17,-1.3,-0.4,,,0.09,-58.7,-763439.0,,,93.9,
GCMG,9.11,986.77,13.66,25.86,24.54,11.66,28.6,7.66,142938000.0,391.0,2.95,-1.2,
GCT,10.77,32.14,8.57,12.18,8.43,6.76,2.39,7.97,167730000.0,,2.83,32.2,53.2
GCTK,0.0,-527.21,-150.3,0.0,0.06,,-1.08,-0.12,-16739000.0,,,,
GDC,0.0,-138.87,-2.04,0.0,,,0.0,-0.32,-8317156.0,,,,
GDEV,17.15,,17.6,18.83,3.33,9.31,-2.52,1.53,76153000.0,,0.01,-7.9,
GDEVW,17.15,,17.6,18.83,0.0,,-0.0,,76153000.0,,0.01,-7.9,
GDHG,-56.21,-6.5,-2.93,-23.28,,,0.02,13.43,-3558947.0,,,-16.2,
GDRX,2.61,3.22,3.48,13.89,44.5,7.45,1.45,11.06,109413000.0,,4.95,-4.4,-88.3
GDS,23.48,10.01,1.62,45.4,18.75,4850.5,1.48,7.77,5482257920.0,,8.61,23.6,207.0
GDTC,0.0,-50.28,-29.31,0.0,,-6.73,2.36,-2.77,-3849627.0,,,46.9,
GDYN,1.27,1.01,0.23,5.39,90.33,10.11,0.85,6.39,22411000.0,,0.78,3.7,
GECC,-70.13,-27.52,7.25,0.0,,5.41,0.71,,,1812.0,,-23.6,
GECCG,,,,,,,,,,,,,
GECCH,,,,,,,,,,,,,
GECCI,,,,,,,,,,,,,
GEG,-100.48,-42.32,-6.73,-53.04,,1.65,1.83,-4.63,-12106000.0,4878.0,,6.5,
GEGGL,,,,,,,,,,,,,
GEHC,9.1,19.46,5.17,16.79,15.28,11.87,2.72,10.66,3521999872.0,22.0,3.0,7.4,-30.9
GELS,0.0,-42.99,-15.0,0.0,,,0.66,-3.05,-3843531.0,,,59.4,
GEME,,,,,15.65,,,,,364.0,,,
GEMG,,,,,,,,,,,,,
GEMI,-278.9,-556.03,-15.8,-181.44,,-2.52,1.16,-2.29,-352951008.0,,,42.3,
GEN,19.46,39.88,8.67,47.78,14.82,7.08,5.33,9.15,2388999936.0,215.0,3.46,27.0,265.2
GENB,0.0,,,0.0,,-7.47,3.84,-6.41,-238086000.0,,,-18.1,
